                           N             E             V      SN      SE      SV
SAOB 1999.4305        -1.156        -2.314         6.556   2.263   1.950   8.390
SAOB 1999.6632         2.850        -1.267         5.718   2.076   1.778   7.706
SAOB 2001.7714         3.176        -0.580         2.489   1.128   0.969   4.225
SAOB 2002.7543         2.144         2.498         7.112   1.171   1.001   4.341
SAOB 2004.3751        -0.752        -5.353        -6.554   0.927   0.785   3.385
SAOB 2013.8261        -0.670         1.062         5.409   0.834   0.686   2.996
SAOB 2017.0075         0.452         2.228        -5.830   0.744   0.626   2.672
SASK 2004.4463         1.137        -3.087        -8.504   1.064   0.741   3.026
SASK 2013.6648         5.106        -6.829       264.022  17.871  12.525  54.299
SASK 2013.6673        -2.797        -1.529      -270.689  17.869  12.524  54.293
SASS 2004.4323         1.507         0.017         6.194   1.117   0.783   3.218
SASS 2011.7016        -3.282         1.777        -0.844   0.915   0.656   2.600
SASS 2014.9788         1.896         0.125        -3.015   0.812   0.579   2.329
SATS 1997.4018        -7.961       -19.657        16.840   4.594   3.347  14.588
SATS 1998.1027        -0.585         4.668       -14.421   2.128   1.558   7.295
SATS 2001.7577         8.898         3.901       -18.624   2.083   1.462   8.228
SAVO 2018.6283         3.461         0.286         7.160   0.683   0.758   2.857
SAWC 2001.0349        -2.274         3.136       -11.047   1.867   1.588   7.022
SAWC 2002.6831         2.304        -1.280        18.287   1.220   1.057   4.574
SAWC 2004.3833        -1.582        -0.156       -14.624   1.610   1.413   6.137
SAWC 2004.9978        -1.328         0.818       -15.576   1.748   1.519   6.590
SAWC 2005.9632        -1.288         1.511        -9.145   1.707   1.454   6.266
SAWC 2006.7543        -2.079         3.840        -5.254   1.626   1.403   6.048
SAWC 2010.0589        -3.243         1.548       -15.591   1.384   1.208   5.283
SAWC 2012.0383        -0.802        -1.911        10.955   1.355   1.170   5.115
SAWC 2012.6162        -0.181        -4.086         5.196   1.610   1.411   6.255
SAWC 2013.2457         0.801        -3.245        10.453   1.694   1.513   6.758
SAWC 2014.0149        -0.350        -3.040        15.999   1.662   1.476   6.619
SAWC 2014.6639         1.668        -3.143         5.448   1.380   1.218   5.466
SAWC 2016.0328         0.244        -3.671         2.867   1.231   1.105   4.855
SAWC 2017.0075         1.632        -2.052        -5.336   1.215   1.096   4.753
SAWC 2018.3874         6.287        -0.791         7.768   1.170   1.052   4.541
SBCC 2002.8269         3.052         3.628         9.207   1.027   0.911   3.831
SBCC 2004.3751        -0.397        -3.262        -4.013   1.449   1.274   5.482
SBCC 2004.8159         1.256        -1.021        -6.716   1.376   1.208   5.206
SBCC 2010.2587        -0.458        -4.775         1.101   0.837   0.721   3.113
SBCC 2013.1882        -1.086        -0.567         3.871   0.853   0.729   3.168
SBCC 2019.1239         3.588         0.520        -4.056   1.036   0.894   3.895
SBGZ 2004.1615        -0.595         5.397        -7.214   1.675   1.230   5.049
SBGZ 2008.0794         0.417         0.318      -166.818   5.711   4.243  16.660
SBRB 2011.4168         2.200        -4.532         2.337   1.294   0.926   5.358
SBRN 2008.0109        -1.600         3.488        14.347   5.854   4.283  20.794
SBRN 2008.0520        14.238       -61.182        53.226   9.087   7.614  34.957
SBRN 2008.0931       -10.881        61.763       -47.252   7.165   6.420  28.781
SC00 2002.6913         0.412         3.473         8.822   1.235   0.952   3.646
SC00 2004.3477        -0.492        -3.885        -0.117   1.191   0.866   3.533
SC00 2008.6051        -0.992         9.777        10.404   1.225   0.866   3.685
SC00 2011.5017         0.294        -9.017        -4.627   1.070   0.757   3.247
SC00 2013.6071        -1.605         8.847         9.225   1.307   0.926   4.042
SC00 2014.4778         0.315        -5.964        -2.941   1.354   0.963   4.193
SC00 2018.6860        -0.503         5.441         1.738   1.444   1.035   4.305
SC01 2002.8884         1.154         1.829         5.891   1.095   0.968   3.760
SC01 2004.4435        -0.970        -3.040        -4.714   0.897   0.777   3.066
SC01 2011.1211        -0.243         0.972         5.541   0.812   0.693   2.748
SC01 2014.1531         5.681         5.583        -4.063   0.810   0.694   2.733
SC02 2002.6502        -0.056         2.247         9.541   1.281   0.895   3.766
SC02 2004.5257        -0.570        -3.792        -2.020   1.114   0.774   3.251
SC02 2005.7084        -0.229        -1.901        -2.442   1.039   0.721   3.016
SC02 2009.3771        -1.945        -1.698         0.353   0.907   0.628   2.625
SC02 2014.4997        -1.010         2.267         4.044   0.986   0.683   2.852
SC03 2004.2300         2.518        -3.423        -3.369   1.075   0.742   3.007
SC03 2014.5818         3.649        -0.238         4.057   0.825   0.570   2.312
SC04 2004.7421         0.737        -4.998        -1.776   1.273   0.883   3.688
SC04 2013.5359        -2.178         1.155         4.113   0.903   0.617   2.603
SC04 2018.2425         5.578         2.688       104.084   1.040   0.735   3.011
SC04 2019.1403         0.019         4.963      -102.637   1.175   0.835   3.392
SCCP 2013.7851         1.304         1.270         4.342   1.023   0.808   3.288
SCH2 2003.6632        -4.617        -3.020        -4.667   0.923   0.626   2.673
SCH2 2008.7666         7.449        -4.723         7.558   1.535   1.076   4.582
SCH2 2009.2211         0.053         3.116       -10.607   1.542   1.082   4.600
SCH2 2017.0842         1.130        -1.477        -7.551   0.841   0.577   2.363
SCIA 1999.7919         7.688       -20.871        -0.921   1.391   1.190   4.818
SCIA 2000.6845         1.526        -3.079        -7.631   1.085   0.935   3.804
SCIA 2002.7515         2.526         1.243         7.158   0.942   0.809   3.283
SCIA 2004.3888        -0.310        -6.241       -10.860   0.935   0.795   3.220
SCIA 2010.2423        -3.593        -0.905        -0.492   0.766   0.639   2.602
SCIA 2013.1937        -1.172         1.295         5.440   0.795   0.659   2.695
SCIA 2019.5099        14.665         1.746         2.164   0.952   0.810   3.233
SCIP 1999.8275         1.634         2.035         5.495   1.036   0.908   3.597
SCIP 2001.7769        -0.092         1.026         6.541   1.347   1.184   4.786
SCIP 2002.7515         0.615         3.914         6.418   1.263   1.110   4.565
SCIP 2004.3888        -0.986        -3.005        -6.464   0.848   0.737   3.063
SCIP 2010.2615        -1.540        -6.325         0.541   0.795   0.671   2.723
SCMS 1999.7837         8.701        -1.660        -0.057   1.434   1.237   5.068
SCMS 2002.7130         0.442         5.340        15.081   1.800   1.561   6.488
SCMS 2004.3888        -1.599        -4.262        -9.547   1.341   1.162   4.791
SCOA 2009.0103        -0.893         0.526        19.787   2.781   2.159  10.853
SCOA 2009.5715        -0.563         3.837       -60.094  12.886  11.373  58.501
SCOA 2009.6866         2.207         8.150        39.536  12.616  11.188  57.555
SCOA 2012.4764        -2.205         0.079        -2.030   0.993   0.770   3.095
SCOA 2016.4736         0.259         0.454         8.193   1.050   0.820   3.292
SCOR 2012.5779         0.499         0.959         4.421   0.971   0.715   3.482
SCOR 2015.1129         1.389        -1.800        -6.742   0.947   0.691   3.410
SCOR 2017.2594         1.280        -2.262        -9.853   0.918   0.667   3.316
SCRZ 2012.8872       -17.651        15.118       -17.569   2.229   2.535   9.080
SCRZ 2014.2779        -3.687        -8.885         3.806   1.002   1.115   4.106
SCRZ 2015.7016        -2.769        -2.106         7.743   1.214   1.312   5.056
SCUB 2004.3203        -4.495        -0.280         1.671   0.876   0.969   3.861
SCUB 2008.3559        -1.891        -3.126        -1.460   0.829   0.922   3.619
SCUB 2013.2731         1.537        -5.104         0.038   1.178   1.302   5.170
SDHL 2002.7515         3.013         4.806         6.861   1.146   0.989   3.947
SDHL 2004.3888         1.623        -1.655        -6.576   0.842   0.717   2.873
SDHL 2007.0198         2.750         2.109         2.288   0.763   0.644   2.601
SDHL 2010.3190        -7.648         1.233         1.606   0.797   0.668   2.728
SDHL 2012.2437        -2.363         1.292         3.470   0.866   0.721   2.955
SDHL 2018.9788         2.338        -0.095        -3.086   0.921   0.793   3.164
SEAI 2006.1027        32.880        -2.146        45.267   3.935   2.911  11.013
SEAS 2009.5250        -1.426        -2.814         0.650   1.079   0.777   3.107
SEAS 2019.5822         2.398        -1.598        70.453   2.643   2.201   8.032
SEAS 2019.9345         0.707         2.417       -17.587   3.455   2.999  10.514
SEAT 2000.2628        -0.070         1.422         4.286   0.787   0.572   2.327
SEAT 2006.8528         1.362        -1.496        -5.070   0.837   0.596   2.410
SEAT 2016.8788         1.743         0.546        -3.525   0.821   0.593   2.374
SEAW 2001.1636        -7.863         3.399         1.433   1.687   1.237   5.127
SEAW 2003.0500        14.732         6.786        12.759   2.058   1.521   6.218
SEAW 2005.5168       -49.050       -29.441        -1.695   5.827   4.213  16.406
SEAW 2005.6099        22.398        25.558        -4.559   8.532   6.156  23.796
SEDR 2002.6721         0.788         2.371         7.377   1.218   0.798   3.831
SEDR 2004.3778        -0.190        -4.121        -3.164   1.540   0.990   4.822
SEDR 2005.9849        -0.484        -2.049        -6.263   1.287   0.827   4.006
SEKC 2016.5668       -87.142       -83.059        78.993  48.287  42.302 196.795
SEKC 2016.5693        89.098        81.692       -65.216  53.312  46.888 215.519
SEKC 2016.8352        -2.850         1.637      -112.886  22.746  20.356  88.408
SEKC 2017.0075         1.918        -1.354       122.321   2.504   2.218   9.531
SEKC 2019.1487         4.413        -0.586        17.842   1.474   1.282   5.867
SELD 2001.0212        -3.437        -0.832       -12.089   3.085   2.121   9.464
SELD 2001.5688        -2.073         3.965         7.992   1.853   1.298   5.817
SELD 2002.7351        -6.299        -0.899        -2.850   1.647   1.137   5.156
SELD 2003.5510        -8.201         0.351         3.595   1.747   1.248   5.455
SELD 2004.4873        -4.123        -2.947         8.313   1.403   1.059   4.332
SELD 2011.0335        -5.960         0.486        -3.689   1.017   0.805   3.071
SELD 2012.7611         4.258        -0.815        -4.631   1.067   0.850   3.231
SELD 2013.8727         4.744        -2.506        -1.615   1.176   0.939   3.638
SELD 2015.0500         4.020        -3.565        -2.604   1.240   0.987   3.941
SELD 2016.0657        -1.314         8.581         3.741   1.607   1.262   5.288
SELD 2016.5859        -4.173        -2.429         2.606   1.544   1.209   5.140
SELD 2018.0616         2.070        -5.859         1.395   1.132   0.890   3.726
SELD 2019.4634         7.350        -2.249        -5.756   1.211   0.957   3.931
SELE 1998.9158         4.282         2.305        -3.876   1.211   0.985   4.665
SELE 2003.0445         0.229        -3.119        -9.143   1.259   1.040   4.854
SELE 2009.8508         0.707         0.378        -6.815   1.315   1.029   4.834
SENU 2010.5955        -3.220        -0.321        18.921   1.097   0.749   3.113
SENU 2012.5530        -1.466        -0.169        12.155   1.238   0.841   3.511
SENU 2016.6105        -0.264        -0.935         7.330   1.418   0.966   4.010
SENU 2019.6386        -2.570         1.419         5.033   1.941   1.342   5.509
SEY1 1997.0267         8.939        23.191        20.657   6.482   7.955  34.881
SEY1 2003.1458         6.097         8.665       -11.991   1.546   1.750   7.995
SEY1 2006.1805        -5.403         2.430       -12.651   1.530   1.688   7.789
SEY1 2011.5893        -4.008        -7.183       -17.172   1.480   1.554   7.554
SEY1 2014.1903        -1.975        -0.373       -10.393   1.366   1.411   6.954
SFDM 2002.7515         3.384         4.108         9.454   1.046   0.893   4.468
SFDM 2004.3751         0.258        -2.954        -6.669   1.354   1.153   5.770
SFDM 2004.9993        -3.964        -1.813        -7.977   1.260   1.064   5.346
SFDM 2011.2033        -2.062        -0.881        -2.166   0.917   0.734   3.837
SFDM 2012.7912         0.728         1.079         7.554   0.921   0.735   3.845
SFDM 2019.0308         1.503         0.318        -7.398   0.975   0.815   4.085
SFEL 2003.7125         2.844         4.499         2.156   1.557   1.187   5.331
SFEL 2009.0760        -2.726        -2.057        -6.827   1.597   1.234   5.519
SFEL 2010.1410        -1.478        -2.469        -6.607   1.529   1.182   5.148
SFER 2002.1748        -6.250         3.182         0.919   1.091   0.921   3.892
SFER 2003.4250         6.839        -8.684         0.484   1.122   0.959   3.994
SFER 2005.1225        -0.981        -6.185         4.954   0.951   0.806   3.282
SFER 2007.0992        -0.814        -3.125        -0.111   0.914   0.764   3.040
SFER 2014.0835        10.891         5.754       -14.722   0.854   0.720   2.915
SFER 2016.7693         7.246         0.038         1.626   2.403   2.023   8.064
SFER 2016.8925        18.512        -7.166        -6.081   4.156   3.533  13.934
SFER 2016.9418       -23.811         8.896         8.820   3.578   3.056  12.008
SFER 2017.7950        29.586        -9.434         0.598  10.716   8.885  36.375
SFER 2017.8126       -24.815         8.130        -3.964  10.747   8.913  36.483
SFER 2018.3272        -8.160         4.743         5.557   1.794   1.538   6.119
SFER 2018.7734        16.123         0.136       -19.867   2.746   2.340   9.426
